what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961318425
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961318505
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1299961319317
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1299961319369
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1299961322846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961417156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961463237
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961463253
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961465988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961467250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961576346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961578109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961583537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961585370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961586459
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299961590125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299961591044
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1299961591526
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961593490
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961596853
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299961598474
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961599924
opened,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1299961600255
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1299961600288
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961611442
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1299961631534
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961634269
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1299961644324
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961650902
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961651548
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961656122
opened,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1299961660741
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1299961660796
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961664437
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1299961664623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961667543
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961669070
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961674182
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961676575
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299961678093
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961681616
opened,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961690517
activated,editor,com.android.ide.eclipse.adt,10.0.0.v201102162101-104271,"com.android.ide.eclipse.editors.layout.LayoutEditor",1299961690578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299961693465
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299961696429
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299961710450
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299961716236
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961722530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961820591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961822394
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961866122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299961873327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961877289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961917081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961923037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961979444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299961982058
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299961984811
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961985592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299961985797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962168004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962747255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962759984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962762152
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299962765933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299962773536
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1299962785623
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299962786136
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299962786230
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1299962786461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962794139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962794368
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299962794459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962808943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962809149
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962842247
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962850527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962874677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962894001
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962897784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962897963
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962901923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299962920112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299962923250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962926643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299962942174
error,log,,,"The URL ""bundleentry://148.fwk243323391/icons/full/obj16/methpri_obj.gif"" could not be extracted probably due to insufficient permissions or insufficient disk space.",1299962953405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299962953440
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1299962955252
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299963000227
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299963000417
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299963000482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1299963003462
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1299963006518
